Order ID,Order Date,Customer Name,Product,Category,Region,Salesperson,Quantity,Unit Price,Total Sales,Cost Price,Profit,Payment Mode,Order Status
ORD0221,20/05/2025,Vihaan,Sugar,Grocery,North,Rohit,2,600,1200,420,360,UPI,Pending
ORD0454,27/10/2025,Naina,Rice Bag,Grocery,South,Neha,1,1200,1200,900,300,Cash,Delivered
ORD0495,24/10/2025,Rahul,Rice Bag,Grocery,West,Arjun,1,1200,1200,900,300,Credit Card,Delivered
ORD0133,19/09/2025,Abhishek,Tea Pack,Grocery,West,Rohit,2,500,1000,350,300,UPI,Delivered
ORD0250,10/04/2025,Krish,Tea Pack,Grocery,South,Neha,2,500,1000,350,300,Cash,Delivered
ORD0380,18/04/2025,Muskan,Tea Pack,Grocery,South,Amit,2,500,1000,350,300,Credit Card,Delivered
ORD0408,28/09/2025,Akash,Tea Pack,Grocery,West,Sneha,2,500,1000,350,300,UPI,Delivered
ORD0044,04/07/2025,Mohit,T-Shirt,Clothing,West,Karan,1,900,900,500,400,Cash,Delivered
ORD0308,04/11/2025,Pranav,T-Shirt,Clothing,North,Rohit,1,900,900,500,400,Credit Card,Delivered
ORD0122,06/01/2025,Saurabh,Wheat Flour,Grocery,South,Sneha,1,800,800,600,200,Cash,Delivered
ORD0166,11/10/2025,Vivaan,Wheat Flour,Grocery,West,Karan,1,800,800,600,200,Cash,Pending
ORD0228,18/07/2025,Rohit,Wheat Flour,Grocery,South,Karan,1,800,800,600,200,Cash,Pending
ORD0260,12/09/2025,Sneha,Wheat Flour,Grocery,East,Sneha,1,800,800,600,200,UPI,Pending
ORD0282,20/08/2025,Mohit,Wheat Flour,Grocery,West,Neha,1,800,800,600,200,UPI,Delivered
ORD0368,23/12/2025,Naina,Wheat Flour,Grocery,West,Rohit,1,800,800,600,200,Credit Card,Delivered
ORD0458,22/01/2025,Shreya,Wheat Flour,Grocery,West,Arjun,1,800,800,600,200,Cash,Delivered
ORD0032,15/03/2025,Shruti,Mouse,Electronics,South,Amit,1,700,700,450,250,Credit Card,Pending
ORD0090,13/12/2025,Abhishek,Mouse,Electronics,North,Karan,1,700,700,450,250,Cash,Delivered
ORD0153,27/06/2025,Pranav,Mouse,Electronics,East,Priya,1,700,700,450,250,Credit Card,Delivered
ORD0361,14/05/2025,Aryan,Mouse,Electronics,South,Amit,1,700,700,450,250,Cash,Delivered
ORD0125,05/11/2025,Anjali,Sugar,Grocery,West,Pooja,1,600,600,420,180,Cash,Delivered
ORD0389,22/03/2025,Palak,Tea Pack,Grocery,East,Sneha,1,500,500,350,150,Credit Card,Delivered
